updated,            high,    low,     open,    close,   volume,average
2024-01-23 00:00:00,40136.09,38512.34,39523.63,39876.44,46007.49,39324.215
2024-01-22 00:00:00,41669.9,39396.81,41570.17,39523.63,56109.4,40533.354999999996
2024-01-21 00:00:00,41862.83,41493.59,41677.08,41570.17,9176.94,41678.21
2024-01-20 00:00:00,41846.45,41433.27,41625.47,41677.08,13096.14,41639.86
2024-01-19 00:00:00,42151.57,40246.58,41286.68,41625.47,45191.13,41199.075
2024-01-18 00:00:00,42876.35,40606.86,42739.27,41286.68,45180.42,41741.604999999996
2024-01-17 00:00:00,43183.19,42172.64,43130.88,42739.27,32911.24,42677.915
2024-01-16 00:00:00,43562.19,42047.82,42491.26,43130.88,36429.24,42805.005000000005
2024-01-15 00:00:00,43325.88,41687.69,41704.39,42491.26,24561.1,42506.785
2024-01-14 00:00:00,43060.49,41702.53,42839.19,41704.39,21730.6,42381.509999999995
2024-01-13 00:00:00,43243.47,42438.36,42776.42,42839.19,23024.72,42840.915
2024-01-12 00:00:00,46512.17,41454.57,46353.15,42776.42,87031.78,43983.369999999995
2024-01-11 00:00:00,49054.05,45580.11,46667.48,46353.15,77548.89,47317.08
2024-01-10 00:00:00,47705.84,44326.32,46123.0,46667.48,80226.64,46016.08
2024-01-09 00:00:00,47923.17,44889.64,46988.14,46123.0,66281.93,46406.405
2024-01-08 00:00:00,47295.94,43209.8,43950.84,46988.14,66057.64,45252.87
2024-01-07 00:00:00,44496.47,43639.57,43988.33,43950.84,20056.41,44068.020000000004
2024-01-06 00:00:00,44248.4,43444.9,44178.89,43988.33,16352.13,43846.65
2024-01-05 00:00:00,44377.15,42508.08,44194.38,44178.89,54169.3,43442.615000000005
2024-01-04 00:00:00,44797.03,42657.44,42854.08,44194.38,49538.94,43727.235
2024-01-03 00:00:00,45513.73,40214.67,44970.34,42854.08,82056.19,42864.2
2024-01-02 00:00:00,45918.98,44181.86,44197.61,44970.34,57443.36,45050.42
2024-01-01 00:00:00,44210.89,42187.32,42280.14,44197.61,19499.59,43199.104999999996
2023-12-31 00:00:00,42863.11,41970.37,42146.03,42280.14,21509.24,42416.740000000005
2023-12-30 00:00:00,42595.81,41529.95,42073.59,42146.03,21511.57,42062.88
2023-12-29 00:00:00,43134.59,41296.86,42588.94,42073.59,34268.41,42215.725
2023-12-28 00:00:00,43817.61,42283.91,43469.34,42588.94,29112.04,43050.76
2023-12-27 00:00:00,43694.83,42121.77,42517.32,43469.34,27420.29,42908.3
2023-12-26 00:00:00,43604.51,41616.59,43593.79,42517.32,30529.57,42610.55
2023-12-25 00:00:00,43808.21,42763.83,43023.12,43593.79,14747.02,43286.020000000004
2023-12-24 00:00:00,43965.2,42635.13,43732.75,43023.12,14281.15,43300.16499999999
2023-12-23 00:00:00,44024.62,43338.34,44008.04,43732.75,10973.31,43681.479999999996
2023-12-22 00:00:00,44417.78,43426.51,43875.01,44008.04,24740.39,43922.145000000004
2023-12-21 00:00:00,44245.16,43306.15,43669.91,43875.01,29872.95,43775.655
2023-12-20 00:00:00,44303.12,42195.52,42268.08,43669.91,41481.09,43249.32
2023-12-19 00:00:00,43454.44,41796.54,42650.27,42268.08,30940.15,42625.490000000005
2023-12-18 00:00:00,42744.41,40512.69,41349.42,42650.27,32860.71,41628.55
2023-12-17 00:00:00,42372.05,41228.17,42243.26,41349.42,18460.88,41800.11
2023-12-16 00:00:00,42678.86,41640.84,41939.16,42243.26,13495.73,42159.85
2023-12-15 00:00:00,43091.28,41662.1,43030.6,41939.16,25157.34,42376.69
2023-12-14 00:00:00,43416.91,41433.23,42887.55,43030.6,34166.34,42425.07000000001
2023-12-13 00:00:00,43461.75,40579.83,41472.94,42887.55,36203.68,42020.79
2023-12-12 00:00:00,42080.61,40648.18,41235.58,41472.94,31480.37,41364.395000000004
2023-12-11 00:00:00,43808.9,40180.77,43791.67,41235.58,58689.61,41994.835
2023-12-10 00:00:00,44047.82,43584.51,43723.0,43791.67,11497.59,43816.165
2023-12-09 00:00:00,44373.02,43597.57,44186.18,43723.0,15066.31,43985.295
2023-12-08 00:00:00,44735.52,43094.02,43285.02,44186.18,29502.75,43914.77
2023-12-07 00:00:00,44050.53,42856.57,43771.01,43285.02,30381.14,43453.55
2023-12-06 00:00:00,44286.67,43386.17,44089.06,43771.01,39080.76,43836.42
2023-12-05 00:00:00,44639.18,41368.51,41984.41,44089.06,52083.86,43003.845
2023-12-04 00:00:00,42399.42,39980.36,39980.93,41984.41,48574.89,41189.89
2023-12-03 00:00:00,40203.23,39288.91,39469.35,39980.93,16087.63,39746.07000000001
2023-12-02 00:00:00,39712.52,38659.45,38699.84,39469.35,17299.38,39185.985
2023-12-01 00:00:00,38982.35,37626.12,37729.58,38699.84,32942.59,38304.235
2023-11-30 00:00:00,38149.78,37505.7,37861.9,37729.58,16874.61,37827.74
2023-11-29 00:00:00,38456.97,37589.12,37836.63,37861.9,27433.75,38023.045
2023-11-28 00:00:00,38410.41,36879.99,37246.29,37836.63,33506.06,37645.2
2023-11-27 00:00:00,37568.17,36727.3,37460.21,37246.29,24674.21,37147.735
2023-11-26 00:00:00,37829.46,37159.52,37801.92,37460.21,12751.26,37494.49
2023-11-25 00:00:00,37907.84,37616.03,37737.05,37801.92,8271.55,37761.935
2023-11-24 00:00:00,38432.07,37262.39,37299.18,37737.05,34951.5,37847.229999999996
2023-11-23 00:00:00,37646.06,36892.34,37424.2,37299.18,16793.76,37269.2
2023-11-22 00:00:00,37866.63,35656.41,35758.72,37424.2,36262.61,36761.520000000004
2023-11-21 00:00:00,37665.29,35753.93,37476.66,35758.72,42793.3,36709.61
2023-11-20 00:00:00,37770.11,36767.05,37388.64,37476.66,31117.45,37268.58
2023-11-19 00:00:00,37529.1,36411.61,36591.19,37388.64,11668.93,36970.354999999996
2023-11-18 00:00:00,36853.45,36212.85,36626.32,36591.19,8649.03,36533.149999999994
2023-11-17 00:00:00,36780.63,35873.7,36162.42,36626.32,28253.69,36327.16499999999
2023-11-16 00:00:00,37951.14,35512.38,37884.19,36162.42,38917.77,36731.759999999995
2023-11-15 00:00:00,37977.31,35374.22,35551.21,37884.19,39005.98,36675.765
2023-11-14 00:00:00,36752.31,34788.17,36482.51,35551.21,33896.65,35770.24
2023-11-13 00:00:00,37429.52,36358.0,37079.76,36482.51,24368.53,36893.759999999995
2023-11-12 00:00:00,37233.45,36747.05,37142.22,37079.76,9320.87,36990.25
2023-11-11 00:00:00,37417.29,36701.83,37321.51,37142.22,14920.5,37059.56
2023-11-10 00:00:00,37536.44,36342.27,36704.14,37321.51,32545.3,36939.354999999996
2023-11-09 00:00:00,37990.51,35557.78,35638.33,36704.14,62530.57,36774.145000000004
2023-11-08 00:00:00,36109.43,35120.46,35421.85,35638.33,26404.64,35614.945
2023-11-07 00:00:00,35929.83,34537.87,35054.59,35421.85,28810.78,35233.850000000006
2023-11-06 00:00:00,35288.36,34758.64,35039.47,35054.59,17520.44,35023.5
2023-11-05 00:00:00,35393.84,34489.02,35086.09,35039.47,15210.52,34941.42999999999
2023-11-04 00:00:00,35278.07,34606.38,34732.28,35086.09,10840.41,34942.225
2023-11-03 00:00:00,34950.21,34118.29,34947.15,34732.28,27811.97,34534.25
2023-11-02 00:00:00,35973.2,34323.19,35439.76,34947.15,31205.25,35148.195
2023-11-01 00:00:00,35623.76,34096.9,34657.73,35439.76,34274.26,34860.33
2023-10-31 00:00:00,34726.05,34058.4,34494.56,34657.73,21982.74,34392.225000000006
2023-10-30 00:00:00,34862.12,34090.22,34535.38,34494.56,23948.89,34476.17
2023-10-29 00:00:00,34761.09,33947.8,34090.05,34535.38,13639.48,34354.445
2023-10-28 00:00:00,34494.4,33876.07,33907.7,34090.05,10888.97,34185.235
2023-10-27 00:00:00,34246.78,33406.13,34157.06,33907.7,30792.41,33826.455
2023-10-26 00:00:00,34836.51,33746.16,34503.4,34157.06,36463.09,34291.33500000001
2023-10-25 00:00:00,35136.87,33698.9,33923.52,34503.4,43002.87,34417.885
2023-10-24 00:00:00,35183.22,32857.8,33084.08,33923.52,75112.67,34020.51
2023-10-23 00:00:00,34739.17,29898.26,30001.44,33084.08,73249.41,32318.714999999997
2023-10-22 00:00:00,30232.64,29674.58,29924.08,30001.44,13845.91,29953.61
2023-10-21 00:00:00,30365.61,29480.22,29684.37,29924.08,15637.83,29922.915
2023-10-20 00:00:00,30243.12,28596.96,28733.78,29684.37,42016.08,29420.04
2023-10-19 00:00:00,28927.17,28135.5,28328.07,28733.78,25550.36,28531.335
2023-10-18 00:00:00,28988.79,28156.7,28409.46,28328.07,23999.55,28572.745000000003
2023-10-17 00:00:00,28628.83,28094.14,28518.37,28409.46,26038.83,28361.485
2023-10-16 00:00:00,30009.15,27131.48,27177.41,28518.37,66720.48,28570.315000000002
2023-10-15 00:00:00,27297.26,26813.06,26854.52,27177.41,10978.68,27055.16
2023-10-14 00:00:00,26982.78,26810.02,26862.9,26854.52,5865.21,26896.4
2023-10-13 00:00:00,27110.91,26674.97,26756.23,26862.9,18507.04,26892.940000000002
2023-10-12 00:00:00,26937.98,26549.78,26871.21,26756.23,16400.37,26743.879999999997
2023-10-11 00:00:00,27475.69,26531.55,27395.4,26871.21,30496.51,27003.62
2023-10-10 00:00:00,27735.72,27298.5,27598.77,27395.4,18600.95,27517.11
2023-10-09 00:00:00,27999.8,27282.89,27933.57,27598.77,21887.87,27641.345
2023-10-08 00:00:00,28105.36,27714.35,27973.69,27933.57,8547.03,27909.855
2023-10-07 00:00:00,28035.05,27864.11,27946.61,27973.69,7351.08,27949.58
2023-10-06 00:00:00,28280.04,27181.63,27414.59,27946.61,25278.57,27730.835
2023-10-05 00:00:00,28128.37,27363.01,27789.8,27414.59,25127.82,27745.69
2023-10-04 00:00:00,27836.54,27222.97,27428.66,27789.8,18061.23,27529.755
2023-10-03 00:00:00,27669.05,27170.07,27507.22,27428.66,22621.25,27419.559999999998
2023-10-02 00:00:00,28585.13,27312.81,27994.51,27507.22,42701.42,27948.97
2023-10-01 00:00:00,28060.49,26958.76,26964.27,27994.51,16861.15,27509.625
2023-09-30 00:00:00,27095.39,26887.09,26909.4,26964.27,7260.78,26991.239999999998
2023-09-29 00:00:00,27233.94,26674.22,27027.2,26909.4,21721.72,26954.08
2023-09-28 00:00:00,27306.05,26328.53,26360.2,27027.2,30832.51,26817.29
2023-09-27 00:00:00,26828.5,26096.78,26212.59,26360.2,24188.11,26462.64
2023-09-26 00:00:00,26395.42,26090.75,26297.93,26212.59,12902.09,26243.085
2023-09-25 00:00:00,26439.02,25997.17,26261.44,26297.93,19804.27,26218.095
2023-09-24 00:00:00,26732.91,26146.79,26585.41,26261.44,9848.35,26439.85
2023-09-23 00:00:00,26640.84,26522.49,26583.16,26585.41,5251.29,26581.665
2023-09-22 00:00:00,26738.04,26478.87,26567.47,26583.16,15354.82,26608.455
2023-09-21 00:00:00,27162.0,26373.55,27126.4,26567.47,20948.1,26767.775
2023-09-20 00:00:00,27389.22,26814.07,27219.02,27126.4,21439.58,27101.645
2023-09-19 00:00:00,27493.85,26676.6,26767.82,27219.02,24703.82,27085.225
2023-09-18 00:00:00,27425.7,26394.81,26533.12,26767.82,29536.95,26910.255
2023-09-17 00:00:00,26621.93,26413.39,26569.13,26533.12,5698.34,26517.66
2023-09-16 00:00:00,26771.68,26459.99,26605.49,26569.13,7062.9,26615.835
2023-09-15 00:00:00,26879.57,26224.91,26533.66,26605.49,17339.0,26552.239999999998
2023-09-14 00:00:00,26845.74,26136.39,26227.49,26533.66,24488.8,26491.065000000002
2023-09-13 00:00:00,26432.59,25768.65,25840.34,26227.49,18955.32,26100.620000000003
2023-09-12 00:00:00,26545.24,25128.37,25157.07,25840.34,36111.44,25836.805
2023-09-11 00:00:00,25889.38,24911.78,25833.67,25157.07,24481.75,25400.58
2023-09-10 00:00:00,26020.84,25589.02,25898.41,25833.67,8434.22,25804.93
2023-09-09 00:00:00,25936.62,25799.89,25907.13,25898.41,4094.4,25868.254999999997
2023-09-08 00:00:00,26443.61,25650.9,26264.75,25907.13,18556.34,26047.255
2023-09-07 00:00:00,26426.41,25600.8,25751.71,26264.75,18952.45,26013.605
2023-09-06 00:00:00,26019.64,25379.85,25785.01,25751.71,15183.61,25699.745
2023-09-05 00:00:00,25878.61,25567.56,25816.24,25785.01,10888.31,25723.085
2023-09-04 00:00:00,26089.36,25636.28,25971.37,25816.24,8832.41,25862.82
2023-09-03 00:00:00,26115.72,25805.82,25868.56,25971.37,6190.05,25960.77
2023-09-02 00:00:00,25980.31,25729.66,25798.79,25868.56,7017.96,25854.985
2023-09-01 00:00:00,26137.14,25323.44,25937.29,25798.79,24807.18,25730.29
2023-08-31 00:00:00,27563.68,25683.18,27305.41,25937.29,27850.06,26623.43
2023-08-30 00:00:00,27766.41,27036.49,27724.41,27305.41,19031.6,27401.45
2023-08-29 00:00:00,28154.08,25911.89,26106.0,27724.41,39870.36,27032.985
2023-08-28 00:00:00,26233.53,25861.84,26091.32,26106.0,11633.38,26047.684999999998
2023-08-27 00:00:00,26168.79,25966.75,26010.35,26091.32,4137.97,26067.77
2023-08-26 00:00:00,26109.44,25979.16,26050.97,26010.35,3572.75,26044.3
2023-08-25 00:00:00,26290.12,25764.77,26166.22,26050.97,18808.14,26027.445
2023-08-24 00:00:00,26563.31,25873.78,26432.38,26166.22,17135.06,26218.545
2023-08-23 00:00:00,26802.54,25802.48,26041.29,26432.38,25576.22,26302.510000000002
2023-08-22 00:00:00,26136.73,25384.73,26125.92,26041.29,19883.69,25760.73
2023-08-21 00:00:00,26246.12,25822.32,26191.28,26125.92,16512.38,26034.22
2023-08-20 00:00:00,26290.52,25989.55,26095.78,26191.28,7358.36,26140.035
2023-08-19 00:00:00,26262.71,25796.79,26049.84,26095.78,10190.59,26029.75
2023-08-18 00:00:00,26823.95,25632.05,26634.84,26049.84,33852.82,26228.0
2023-08-17 00:00:00,28752.32,25375.04,28702.69,26634.84,49382.5,27063.68
2023-08-16 00:00:00,29228.58,28695.35,29172.78,28702.69,16507.79,28961.965
2023-08-15 00:00:00,29459.32,29061.38,29409.23,29172.78,10079.08,29260.35
2023-08-14 00:00:00,29664.61,29085.64,29281.59,29409.23,12333.85,29375.125
2023-08-13 00:00:00,29447.39,29258.37,29417.07,29281.59,3928.55,29352.879999999997
2023-08-12 00:00:00,29471.85,29355.96,29403.57,29417.07,3495.96,29413.905
2023-08-11 00:00:00,29532.64,29223.04,29428.11,29403.57,10555.36,29377.84
2023-08-10 00:00:00,29706.22,29325.67,29566.24,29428.11,12722.03,29515.945
2023-08-09 00:00:00,30120.36,29357.01,29770.63,29566.24,17793.26,29738.684999999998
2023-08-08 00:00:00,30206.08,29111.53,29182.05,29770.63,26562.14,29658.805
2023-08-07 00:00:00,29245.24,28671.87,29046.16,29182.05,16340.61,28958.555
2023-08-06 00:00:00,29164.73,28962.89,29050.34,29046.16,4361.13,29063.809999999998
2023-08-05 00:00:00,29110.47,28953.37,29078.88,29050.34,4135.05,29031.92
2023-08-04 00:00:00,29308.91,28791.82,29177.67,29078.88,12882.5,29050.364999999998
2023-08-03 00:00:00,29396.96,28944.25,29165.64,29177.67,15427.01,29170.605
2023-08-02 00:00:00,30024.58,28915.14,29710.4,29165.64,28310.45,29469.86
2023-08-01 00:00:00,29720.82,28576.85,29231.47,29710.4,27902.36,29148.835
2023-07-31 00:00:00,29522.84,29111.12,29282.65,29231.47,14552.49,29316.98
2023-07-30 00:00:00,29450.06,29046.15,29359.83,29282.65,7519.05,29248.105000000003
2023-07-29 00:00:00,29405.66,29257.99,29317.1,29359.83,4989.13,29331.825
2023-07-28 00:00:00,29528.41,29121.03,29216.8,29317.1,11707.43,29324.72
2023-07-27 00:00:00,29567.62,29082.44,29351.49,29216.8,12639.97,29325.03
2023-07-26 00:00:00,29683.79,29097.55,29225.94,29351.49,16583.34,29390.67
2023-07-25 00:00:00,29371.54,29054.59,29178.09,29225.94,12141.52,29213.065000000002
2023-07-24 00:00:00,30098.6,28864.32,30085.53,29178.09,24935.8,29481.46
2023-07-23 00:00:00,30343.99,29739.52,29790.37,30085.53,8139.54,30041.755
2023-07-22 00:00:00,30000.24,29640.33,29910.93,29790.37,6066.74,29820.285000000003
2023-07-21 00:00:00,30061.19,29733.81,29809.67,29910.93,13253.88,29897.5
2023-07-20 00:00:00,30417.71,29579.89,29918.31,29809.67,19264.05,29998.8
2023-07-19 00:00:00,30193.38,29771.46,29863.32,29918.31,14892.02,29982.42
2023-07-18 00:00:00,30244.22,29539.77,30147.6,29863.32,18707.41,29891.995000000003
2023-07-17 00:00:00,30340.86,29673.21,30248.17,30147.6,18558.51,30007.035
2023-07-16 00:00:00,30445.28,30086.3,30298.63,30248.17,7405.88,30265.79
2023-07-15 00:00:00,30403.04,30258.91,30329.63,30298.63,4925.4,30330.975
2023-07-14 00:00:00,31634.01,29932.44,31475.67,30329.63,33129.48,30783.225
2023-07-13 00:00:00,31839.96,30258.14,30382.25,31475.67,42335.28,31049.05
2023-07-12 00:00:00,30982.11,30215.63,30627.2,30382.25,24690.53,30598.870000000003
2023-07-11 00:00:00,30803.53,30317.56,30420.55,30627.2,17639.63,30560.545
2023-07-10 00:00:00,31045.3,29963.78,30170.46,30420.55,22192.77,30504.54
2023-07-09 00:00:00,30441.67,30074.12,30294.08,30170.46,7137.71,30257.894999999997
2023-07-08 00:00:00,30382.93,30056.33,30349.83,30294.08,6360.12,30219.63
2023-07-07 00:00:00,30448.99,29728.05,29913.39,30349.83,19313.73,30088.52
2023-07-06 00:00:00,31518.43,29869.16,30502.9,29913.39,30808.45,30693.795
2023-07-05 00:00:00,30876.65,30201.9,30775.24,30502.9,15848.77,30539.275
2023-07-04 00:00:00,31330.86,30635.48,31158.79,30775.24,13276.12,30983.17
2023-07-03 00:00:00,31386.91,30575.59,30618.42,31158.79,19616.65,30981.25
2023-07-02 00:00:00,30787.88,30190.61,30590.71,30618.42,8645.67,30489.245000000003
2023-07-01 00:00:00,30654.22,30321.73,30471.0,30590.71,7244.95,30487.975
2023-06-30 00:00:00,31267.11,29613.33,30446.53,30471.0,45957.15,30440.22
2023-06-29 00:00:00,30830.11,30043.35,30080.24,30446.53,22092.18,30436.73
2023-06-28 00:00:00,30712.28,29866.62,30698.21,30080.24,19004.64,30289.449999999997
2023-06-27 00:00:00,31013.3,30231.48,30274.61,30698.21,21825.98,30622.39
2023-06-26 00:00:00,30659.36,29930.41,30473.33,30274.61,21671.6,30294.885000000002
2023-06-25 00:00:00,31048.89,30297.62,30548.03,30473.33,13391.73,30673.254999999997
2023-06-24 00:00:00,30810.88,30276.11,30700.29,30548.03,12956.38,30543.495000000003
2023-06-23 00:00:00,31412.43,29816.56,29893.34,30700.29,41202.76,30614.495000000003
2023-06-22 00:00:00,30499.92,29569.9,30000.86,29893.34,34336.34,30034.91
2023-06-21 00:00:00,30776.77,28277.2,28318.58,30000.86,57130.89,29526.985
2023-06-20 00:00:00,28410.71,26645.69,26837.26,28318.58,45952.12,27528.199999999997
2023-06-19 00:00:00,27035.48,26260.78,26338.27,26837.26,17951.47,26648.129999999997
2023-06-18 00:00:00,26689.18,26260.18,26510.42,26338.27,9363.62,26474.68
2023-06-17 00:00:00,26776.83,26170.63,26329.75,26510.42,12515.42,26473.730000000003
2023-06-16 00:00:00,26478.23,25164.41,25575.24,26329.75,27490.08,25821.32
2023-06-15 00:00:00,25743.71,24762.12,25126.91,25575.24,32797.0,25252.915
2023-06-14 00:00:00,26073.49,24834.48,25925.2,25126.91,26097.6,25453.985
2023-06-13 00:00:00,26426.14,25714.9,25905.8,25925.2,23043.36,26070.52
2023-06-12 00:00:00,26096.89,25627.25,25936.78,25905.8,17059.03,25862.07
2023-06-11 00:00:00,26211.29,25656.98,25856.35,25936.78,13168.26,25934.135000000002
2023-06-10 00:00:00,26533.6,25460.6,26483.95,25856.35,31274.22,25997.1
2023-06-09 00:00:00,26776.13,26297.32,26507.99,26483.95,16584.83,26536.725
2023-06-08 00:00:00,26811.0,26227.87,26349.52,26507.99,15155.83,26519.434999999998
2023-06-07 00:00:00,27420.01,26137.82,27264.0,26349.52,30523.59,26778.915
2023-06-06 00:00:00,27376.19,25378.79,25740.49,27264.0,38328.33,26377.489999999998
2023-06-05 00:00:00,27134.81,25415.65,27126.86,25740.49,34164.95,26275.230000000003
2023-06-04 00:00:00,27447.88,26963.31,27078.29,27126.86,9147.52,27205.595
2023-06-03 00:00:00,27332.14,26950.56,27251.31,27078.29,8092.38,27141.35
2023-06-02 00:00:00,27304.43,26521.49,26826.95,27251.31,23726.54,26912.96
2023-06-01 00:00:00,27343.78,26646.29,27220.7,26826.95,23872.57,26995.035
2023-05-31 00:00:00,27838.39,26855.32,27702.14,27220.7,27999.88,27346.855
2023-05-30 00:00:00,28049.83,27567.55,27746.07,27702.14,23595.91,27808.690000000002
2023-05-29 00:00:00,28456.94,27548.48,28077.15,27746.07,21630.9,28002.71
2023-05-28 00:00:00,28253.91,26790.38,26872.08,28077.15,19572.38,27522.145
2023-05-27 00:00:00,26899.17,26585.27,26721.25,26872.08,7346.83,26742.22
2023-05-26 00:00:00,26938.84,26338.38,26480.31,26721.25,20371.81,26638.61
2023-05-25 00:00:00,26600.0,25879.36,26326.59,26480.31,22738.6,26239.68
2023-05-24 00:00:00,27225.94,26088.24,27224.64,26326.59,31288.65,26657.09
2023-05-23 00:00:00,27475.27,26808.48,26855.83,27224.64,21224.55,27141.875
2023-05-22 00:00:00,27081.37,26547.27,26755.7,26855.83,17663.14,26814.32
2023-05-21 00:00:00,27273.52,26691.13,27117.18,26755.7,11953.22,26982.325
2023-05-20 00:00:00,27163.96,26839.84,26887.96,27117.18,7364.81,27001.9
2023-05-19 00:00:00,27176.23,26661.47,26821.85,26887.96,16451.04,26918.85
2023-05-18 00:00:00,27473.95,26394.46,27404.35,26821.85,27573.46,26934.205
2023-05-17 00:00:00,27492.13,26577.97,27036.63,27404.35,29178.97,27035.050000000003
2023-05-16 00:00:00,27301.71,26873.63,27175.06,27036.63,23917.09,27087.67
2023-05-15 00:00:00,27668.25,26757.84,26932.09,27175.06,27945.21,27213.045
2023-05-14 00:00:00,27201.48,26611.49,26789.55,26932.09,11865.58,26906.485
2023-05-13 00:00:00,27048.87,26705.71,26807.89,26789.55,12487.41,26877.29
2023-05-12 00:00:00,27080.81,25848.3,26992.24,26807.89,42502.09,26464.555
2023-05-11 00:00:00,27640.51,26732.91,27628.13,26992.24,29489.9,27186.71
2023-05-10 00:00:00,28330.99,26849.01,27679.75,27628.13,41602.0,27590.0
2023-05-09 00:00:00,27962.92,27516.13,27781.0,27679.75,22719.05,27739.525
2023-05-08 00:00:00,28785.25,27408.28,28574.43,27781.0,40368.46,28096.765
2023-05-07 00:00:00,29207.72,28547.14,28943.94,28574.43,16591.33,28877.43
2023-05-06 00:00:00,29857.86,28459.77,29550.84,28943.94,24511.97,29158.815000000002
2023-05-05 00:00:00,29697.23,28853.1,28866.54,29550.84,35357.4,29275.165
2023-05-04 00:00:00,29370.41,28703.83,29041.0,28866.54,27555.47,29037.120000000003
2023-05-03 00:00:00,29274.35,28155.84,28694.85,29041.0,40240.91,28715.095
2023-05-02 00:00:00,28896.62,27897.95,28086.19,28694.85,32635.23,28397.285
2023-05-01 00:00:00,29340.17,27679.83,29234.41,28086.19,43803.91,28510.0
2023-04-30 00:00:00,29963.23,29110.79,29250.94,29234.41,23236.42,29537.010000000002
2023-04-29 00:00:00,29463.49,29090.83,29339.91,29250.94,11322.94,29277.160000000003
2023-04-28 00:00:00,29604.84,28922.6,29485.09,29339.91,35155.43,29263.72
2023-04-27 00:00:00,29891.79,28395.94,28433.41,29485.09,63311.68,29143.864999999998
2023-04-26 00:00:00,30017.37,27262.37,28308.39,28433.41,78201.66,28639.87
2023-04-25 00:00:00,28396.41,27202.16,27520.33,28308.39,31677.01,27799.285
2023-04-24 00:00:00,27989.5,27015.4,27596.71,27520.33,34222.51,27502.45
2023-04-23 00:00:00,27822.64,27356.31,27818.87,27596.71,18268.64,27589.475
2023-04-22 00:00:00,27882.99,27149.05,27260.85,27818.87,17423.86,27516.02
2023-04-21 00:00:00,28360.43,27159.82,28245.06,27260.85,42728.94,27760.125
2023-04-20 00:00:00,29094.52,28009.24,28828.2,28245.06,41215.89,28551.88
2023-04-19 00:00:00,30418.14,28613.35,30396.77,28828.2,51508.17,29515.745
2023-04-18 00:00:00,30487.36,29141.12,29446.77,30396.77,36452.25,29814.239999999998
2023-04-17 00:00:00,30329.15,29260.88,30322.77,29446.77,34529.98,29795.015
2023-04-16 00:00:00,30562.23,30152.86,30321.23,30322.77,17269.47,30357.545
2023-04-15 00:00:00,30611.18,30240.41,30493.01,30321.23,13588.63,30425.795
2023-04-14 00:00:00,31023.78,30017.62,30404.37,30493.01,48197.47,30520.699999999997
2023-04-13 00:00:00,30590.87,29881.39,29905.2,30404.37,31914.06,30236.129999999997
2023-04-12 00:00:00,30501.9,29702.95,30226.1,29905.2,36411.49,30102.425000000003
2023-04-11 00:00:00,30555.43,29610.52,29654.81,30226.1,47128.59,30082.975
2023-04-10 00:00:00,29774.9,28185.87,28341.05,29654.81,41842.26,28980.385000000002
2023-04-09 00:00:00,28540.31,27819.81,27953.79,28341.05,16313.45,28180.06
2023-04-08 00:00:00,28160.84,27868.97,27910.62,27953.79,9267.49,28014.905
2023-04-07 00:00:00,28110.71,27791.0,28045.06,27910.62,14615.88,27950.855
2023-04-06 00:00:00,28190.92,27726.09,28181.03,28045.06,25919.58,27958.504999999997
